dpe_classe,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,longitude,latitude,source_type
C,112.9,84.3,1998,appartement,69,69008,844000.84,6516766.72,Ancien
E,270,67.3,2006,appartement,69,69008,844487.5,6517390.33,Ancien
F,336,16,1994,appartement,69,69008,844983.78,6517197.3,Ancien
C,88,48,2003,appartement,69,69008,845011.45,6517188.07,Ancien
D,149,27,1995,appartement,69,69008,844983.78,6517197.3,Ancien
D,173,69.3,NA,appartement,69,69008,846248.15,6517372.48,Ancien
E,249,NA,1919,immeuble,69,69008,844872.32,6516617.05,Ancien
C,98,69.8,NA,appartement,69,69008,845495.45,6517504.56,Ancien
D,145,62.6,2012,appartement,69,69008,845271.43,6517830.94,Ancien
F,408,74,1948,appartement,69,69008,846149.96,6515619.26,Ancien
D,157,98.8,NA,appartement,69,69008,846248.15,6517372.48,Ancien
D,169,67.5,1962,appartement,69,69008,845765.52,6517405.55,Ancien
C,126,94,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,113.4,50,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,102,37.5,2013,appartement,69,69008,845072.07,6516729.29,Ancien
C,120.8,NA,2011,immeuble,69,69008,844136.67,6516497.87,Ancien
D,154,46,1947,appartement,69,69008,844060.4,6516916.85,Ancien
D,165.7,36,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,67,106,2006,appartement,69,69008,844965.18,6518033.87,Ancien
C,110.4,83,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,104.7,71,2011,appartement,69,69008,844136.67,6516497.87,Ancien
D,160,50.1,2001,appartement,69,69008,846455.44,6515898.47,Ancien
C,89.2,71,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,94,34.1,2014,appartement,69,69008,844101.26,6516001.17,Ancien
E,244,47.1,1973,appartement,69,69008,844067.01,6516406.37,Ancien
C,99.3,104,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,241,97.5,NA,appartement,69,69008,846248.15,6517372.48,Ancien
C,98,83,2011,appartement,69,69008,844136.67,6516497.87,Ancien
D,223,94,1919,appartement,69,69008,844872.32,6516617.05,Ancien
D,204,80.6,1955,appartement,69,69008,843991.83,6517104.31,Ancien
D,167,78,NA,appartement,69,69008,844280.12,6516235.86,Ancien
C,128,83,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,81,39.9,2013,appartement,69,69008,845072.07,6516729.29,Ancien
D,154,49.5,NA,appartement,69,69008,843951.61,6516752.9,Ancien
D,140.8,44,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,85.2,83,2011,appartement,69,69008,844136.67,6516497.87,Ancien
D,170.3,96.7,1970,appartement,69,69008,844142.7,6516174.54,Ancien
C,118,80.7,NA,appartement,69,69008,844957.66,6517216.46,Ancien
C,119.4,29,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,81.7,44.3,2013,appartement,69,69008,844101.26,6516001.17,Ancien
E,136,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,94,100.5,NA,appartement,69,69008,844928.11,6517960.45,Ancien
E,124,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,94,51,NA,appartement,69,69008,845534.88,6517501.49,Ancien
E,125,20.3,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,134,17.8,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,239,57,1959,appartement,69,69008,844702.83,6516230.37,Ancien
G,500,51,NA,maison,69,69008,846460.05,6515907.24,Ancien
D,157,63.1,2010,appartement,69,69008,844518.98,6517463.6,Ancien
F,329,57,NA,appartement,69,69008,845271.43,6517830.94,Ancien
C,73.1,29.9,1900,appartement,69,69008,844060.4,6516916.85,Ancien
D,101,43.6,NA,appartement,69,69008,845090.34,6516716.5,Ancien
D,89,48.9,2021,maison,69,69008,844129.49,6516584.79,Ancien
C,111,101.3,2007,appartement,69,69008,844802.51,6517257.9,Ancien
E,123,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,78,50.1,NA,appartement,69,69008,845044.66,6516733.97,Ancien
E,125,17.3,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,140,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,142.6,68,1996,appartement,69,69008,844783.64,6518137.33,Ancien
E,280,56,1960,appartement,69,69008,845090.48,6516407.81,Ancien
E,118,38,NA,appartement,69,69008,844611.05,6516292.41,Ancien
C,50,94,1985,appartement,69,69008,843884.9,6516250.36,Ancien
E,249,65.7,1975,appartement,69,69008,844116.85,6516444.19,Ancien
D,86,47.2,2021,maison,69,69008,844129.49,6516584.79,Ancien
E,140,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,87,41.5,NA,appartement,69,69008,844137.73,6516485.9,Ancien
F,372,79,NA,appartement,69,69008,846149.96,6515619.26,Ancien
D,168.3,67,1970,appartement,69,69008,845769.66,6517424.53,Ancien
D,158,98.3,NA,appartement,69,69008,846248.15,6517372.48,Ancien
B,64.9,62.1,2009,appartement,69,69008,844511.01,6517349.78,Ancien
D,148,85.8,NA,appartement,69,69008,843894.12,6516740.22,Ancien
C,132,33,NA,appartement,69,69008,844572.91,6517327.02,Ancien
E,136,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
C,88,104,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,122,52,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,86.7,69.3,1997,appartement,69,69008,845495.45,6517504.56,Ancien
G,478,36.7,NA,appartement,69,69008,846465.44,6515935.7,Ancien
D,100,79.2,1989,appartement,69,69008,844943.2,6517225.78,Ancien
G,262,43.2,NA,appartement,69,69008,844031.22,6517079.9,Ancien
C,113.9,88,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,306,70,NA,appartement,69,69008,844140.21,6516207.69,Ancien
C,106,39.5,NA,appartement,69,69008,844522.23,6517444.57,Ancien
C,97.5,85,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,119.3,38,2011,appartement,69,69008,844136.67,6516497.87,Ancien
G,599,32.3,1948,appartement,69,69008,844116.85,6516444.19,Ancien
C,100.1,62,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,126,69.7,NA,appartement,69,69008,846248.15,6517372.48,Ancien
E,127,17.6,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,134,17.3,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,101,36,1955,appartement,69,69008,844116.24,6516814.41,Ancien
E,249,NA,1919,immeuble,69,69008,844872.32,6516617.05,Ancien
E,252,66,1948,appartement,69,69008,846077.41,6516150.51,Ancien
D,196,62.4,NA,appartement,69,69008,846248.15,6517372.48,Ancien
D,167,130.5,NA,maison,69,69008,846200.53,6517324.47,Ancien
C,82,70,2001,appartement,69,69008,844790.26,6516263.65,Ancien
D,154,35.9,NA,appartement,69,69008,844518.98,6517463.6,Ancien
E,127,17.6,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,124,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,92,31.9,2013,appartement,69,69008,844153.42,6516009.61,Ancien
D,94,18.3,1991,appartement,69,69008,845877.97,6517245.7,Ancien
D,80,88.8,1994,appartement,69,69008,844018.79,6516366.47,Ancien
C,71,43,NA,appartement,69,69008,844150,6516331.11,Ancien
E,124,37.2,NA,appartement,69,69008,844036.09,6517061.02,Ancien
E,129,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,130,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,101.4,17.9,1997,appartement,69,69008,844783.64,6518137.33,Ancien
C,108.5,94,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,72.3,44.7,2013,appartement,69,69008,844101.26,6516001.17,Ancien
C,137,59.9,NA,appartement,69,69008,844518.98,6517463.6,Ancien
C,108.5,94,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,88.8,27.8,2013,appartement,69,69008,844101.26,6516001.17,Ancien
D,159.8,46,2011,appartement,69,69008,844136.67,6516497.87,Ancien
D,176,41.2,2012,appartement,69,69008,844130.78,6516334.44,Ancien
C,82,62.5,2013,appartement,69,69008,844155.26,6515984.11,Ancien
C,135.3,29,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,288,66,1957,appartement,69,69008,844702.83,6516230.37,Ancien
D,142,63.3,1996,appartement,69,69008,845889.4,6517180.44,Ancien
D,82,37.7,NA,appartement,69,69008,844153.42,6516009.61,Ancien
E,140,18.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,98,57.6,NA,appartement,69,69008,846016.89,6516065.2,Ancien
E,130,17.8,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,122,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
F,395,54.3,1968,appartement,69,69008,846055.73,6516123.33,Ancien
D,223,94,1919,appartement,69,69008,844872.32,6516617.05,Ancien
E,111,40,NA,appartement,69,69008,845060.05,6516737.67,Ancien
E,111,61,1983,appartement,69,69008,844643.2,6517311.57,Ancien
G,221,67,NA,appartement,69,69008,844035.32,6516815.63,Ancien
E,134,70,NA,appartement,69,69008,844034.99,6516295.76,Ancien
D,105.7,18,1995,appartement,69,69008,844587.25,6517501,Ancien
D,96,118.5,NA,appartement,69,69008,845060.05,6516737.67,Ancien
E,115,17.7,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,94,18.1,1991,appartement,69,69008,845877.97,6517245.7,Ancien
C,54.8,79,1985,appartement,69,69008,843884.9,6516250.36,Ancien
E,230.5,68,1959,appartement,69,69008,844829.81,6516209.82,Ancien
D,81,63.5,2021,maison,69,69008,844129.49,6516584.79,Ancien
D,94,73.7,2012,appartement,69,69008,844160.34,6515900.47,Ancien
D,206,76.3,1948,appartement,69,69008,846191.99,6515664.03,Ancien
C,125.6,44,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,87.8,67.3,2008,appartement,69,69008,844522.23,6517444.57,Ancien
G,421,41.5,NA,appartement,69,69008,844611.05,6516292.41,Ancien
D,147,95.6,1947,appartement,69,69008,844137.73,6516485.9,Ancien
F,337,95,1919,appartement,69,69008,844872.32,6516617.05,Ancien
D,221,95,1919,appartement,69,69008,844872.32,6516617.05,Ancien
C,82,101.3,2001,appartement,69,69008,845419.93,6517521.2,Ancien
E,123,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
G,210,31.5,1947,appartement,69,69008,844060.4,6516916.85,Ancien
E,136,85,1981,appartement,69,69008,844019.47,6516304.28,Ancien
E,138.1,43,2011,appartement,69,69008,846361.5,6515368.14,Ancien
E,124,17.8,2008,appartement,69,69008,844550.4,6517510.11,Ancien
C,75,69.7,NA,appartement,69,69008,844943.2,6517225.78,Ancien
F,163.9,39.9,1949,appartement,69,69008,844098.11,6516715.46,Ancien
C,97.6,50,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,128,25.2,1955,appartement,69,69008,844116.24,6516814.41,Ancien
E,136.3,31.3,1920,appartement,69,69008,844103.95,6516682.16,Ancien
D,95,49.8,1989,appartement,69,69008,845534.88,6517501.49,Ancien
E,125,17.3,2008,appartement,69,69008,844550.4,6517510.11,Ancien
C,55.6,55,1985,appartement,69,69008,843884.9,6516250.36,Ancien
E,109,47.1,NA,appartement,69,69008,845902.55,6517134.76,Ancien
D,96,31.5,NA,appartement,69,69008,844060.4,6516916.85,Ancien
E,124,63.9,NA,appartement,69,69008,845821.63,6517390.88,Ancien
D,165,77.9,NA,appartement,69,69008,844216.96,6516335.13,Ancien
C,87.2,74,2011,appartement,69,69008,844136.67,6516497.87,Ancien
F,158,69.8,NA,appartement,69,69008,846248.15,6517372.48,Ancien
E,140,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
C,124.8,NA,2011,immeuble,69,69008,844136.67,6516497.87,Ancien
E,285,70,NA,appartement,69,69008,843991.83,6517104.31,Ancien
C,124.7,40,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,104,83,NA,appartement,69,69008,844195.96,6516543.69,Ancien
C,84.8,85,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,97,70,NA,appartement,69,69008,845534.88,6517501.49,Ancien
D,84,18.5,1995,appartement,69,69008,845877.97,6517245.7,Ancien
E,134,17.8,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,130,18.2,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,126,18,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,130,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,210,77,NA,appartement,69,69008,844140.21,6516207.69,Ancien
C,112.1,67,2011,appartement,69,69008,844136.67,6516497.87,Ancien
C,96.5,88,2011,appartement,69,69008,844136.67,6516497.87,Ancien
E,128,17.5,2008,appartement,69,69008,844550.4,6517510.11,Ancien
E,130,46.5,2005,appartement,69,69008,843924.38,6516750.04,Ancien
D,107.1,38,2004,appartement,69,69008,846016.89,6516065.2,Ancien
E,126,17.9,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,100,17.2,1995,appartement,69,69008,845877.97,6517245.7,Ancien
E,129,17.7,2008,appartement,69,69008,844550.4,6517510.11,Ancien
D,89,57.7,NA,appartement,69,69008,844160.34,6515900.47,Ancien
D,84,58.7,2006,appartement,69,69008,846361.5,6515368.14,Ancien
D,99.2,18.4,1997,appartement,69,69008,844129.49,6516584.79,Ancien
C,74.7,19.7,1995,appartement,69,69008,845878,6517245.5,Ancien
D,88,51,1990,appartement,69,69008,844928.11,6517960.45,Ancien
C,87.5,63,2010,appartement,69,69008,844503.33,6517537.21,Ancien
D,189,23.9,2013,appartement,69,69008,844097.59,6516389.65,Ancien
C,105.6,84.6,1961,appartement,69,69008,846462.66,6516215.34,Ancien
F,178,53.8,1958,appartement,69,69008,844891.94,6517314.88,Ancien
C,77,30.7,2006,appartement,69,69008,844891.94,6517314.88,Ancien
D,209,63.3,1956,appartement,69,69008,844891.94,6517314.88,Ancien
C,118,48.3,NA,appartement,69,69008,844891.94,6517314.88,Ancien
E,304,63.2,1970,appartement,69,69008,844847.84,6517140.11,Ancien
C,94,19.7,NA,appartement,69,69008,846598.55,6515561.42,Ancien
D,227,50,NA,appartement,69,69008,846598.55,6515561.42,Ancien
E,300,52.9,NA,appartement,69,69008,846598.55,6515561.42,Ancien
G,342,99.8,1967,maison,69,69008,846624.28,6515643.79,Ancien
E,272,31.6,NA,appartement,69,69008,845845.13,6517619.71,Ancien
D,140,106.3,NA,appartement,69,69008,845849.27,6517596.26,Ancien
C,67,44.4,NA,appartement,69,69008,845324.53,6516980.86,Ancien
C,84,23.1,NA,appartement,69,69008,845324.53,6516980.86,Ancien
E,140,25.1,NA,appartement,69,69008,845350.53,6517695.96,Ancien
C,74,26,2019,appartement,69,69008,844114.23,6516850.58,Ancien
E,122.7,34,1989,appartement,69,69008,845357.02,6517707.67,Ancien
C,74,46.8,NA,appartement,69,69008,845324.53,6516980.86,Ancien
C,54,51.6,NA,appartement,69,69008,845324.53,6516980.86,Ancien
E,140,63.4,1988,appartement,69,69008,845330.78,6517702.49,Ancien
E,140,25.1,NA,appartement,69,69008,845350.53,6517695.96,Ancien
E,140,25.1,NA,appartement,69,69008,845350.53,6517695.96,Ancien
C,74,22,NA,appartement,69,69008,845324.53,6516980.86,Ancien
C,76,34.3,1988,appartement,69,69008,845357.02,6517707.67,Ancien
C,65,48,NA,appartement,69,69008,845313.88,6516993.61,Ancien
D,97,39.1,NA,appartement,69,69008,846609.26,6515568.89,Ancien
D,102,29.7,NA,appartement,69,69008,844200.13,6516932.13,Ancien
D,175,NA,1970,immeuble,69,69008,845831.16,6517641.49,Ancien
E,234.6,NA,1958,immeuble,69,69008,845183.64,6517751.11,Ancien
D,209,67.6,NA,appartement,69,69008,845831.16,6517641.49,Ancien
E,209,39.3,1948,appartement,69,69008,844514.32,6516568.17,Ancien
D,184,198,1947,maison,69,69008,845500.73,6516435.07,Ancien
C,110,70.5,2005,appartement,69,69008,844841.34,6517758.57,Ancien
E,230,60.5,1948,appartement,69,69008,846420.08,6515339.1,Ancien
D,172,60,1948,appartement,69,69008,845575.11,6517881.35,Ancien
D,154,52.8,1948,appartement,69,69008,845519.01,6515847.77,Ancien
D,146,71.2,2005,appartement,69,69008,845622.25,6516493.83,Ancien
E,198,34,1947,appartement,69,69008,845543.89,6517895.82,Ancien
D,150,93,1948,appartement,69,69008,846515.57,6515461.79,Ancien
D,149,42.4,1948,appartement,69,69008,844436.52,6516707.53,Ancien
C,135,66.6,1989,appartement,69,69008,845404.52,6516992.98,Ancien
C,114,70.5,2005,appartement,69,69008,844841.34,6517758.57,Ancien
E,119,37.7,2006,appartement,69,69008,845601.75,6516682.62,Ancien
D,19.5,55,1949,appartement,69,69008,844113.91,6517039.97,Ancien
D,97,18,1989,appartement,69,69008,844723.11,6517471.86,Ancien
D,31.9,18,2009,appartement,69,69008,845060.54,6516980.4,Ancien
E,124,49.9,1997,appartement,69,69008,845126.28,6517387.73,Ancien
D,101,36.3,2006,appartement,69,69008,845601.75,6516682.62,Ancien
D,82,78.2,1984,appartement,69,69008,846308.73,6515796.33,Ancien
D,87,54.9,2004,appartement,69,69008,846059.1,6515680.75,Ancien
C,24,31.3,1997,appartement,69,69008,846167.53,6517132.29,Ancien
C,58,48,2000,appartement,69,69008,845343.33,6517563.38,Ancien
C,76.4,43.1,2013,appartement,69,69008,844190.8,6516177.11,Ancien
G,245,28.5,1948,appartement,69,69008,846709.36,6515827.33,Ancien
D,78,38.5,2006,appartement,69,69008,844952.05,6517345.29,Ancien
D,173.8,87.4,1961,appartement,69,69008,844853.96,6518215.75,Ancien
D,57.6,66.3,1982,maison,69,69008,845246.07,6517624.17,Ancien
G,88.1,53,1962,appartement,69,69008,846345.77,6516041.04,Ancien
E,111,40.9,1989,appartement,69,69008,845144.66,6517554.57,Ancien
E,43.8,64.4,1961,appartement,69,69008,846073.67,6516356.48,Ancien
D,107,44.3,2009,appartement,69,69008,845060.54,6516980.4,Ancien
C,60,69.4,2004,appartement,69,69008,845005.9,6517107.07,Ancien
G,195,27,1948,appartement,69,69008,846561.92,6517206.34,Ancien
E,119,37.7,2006,appartement,69,69008,845601.75,6516682.62,Ancien
D,102,71.4,1989,appartement,69,69008,844991.16,6517003.08,Ancien
D,222,50.9,2004,appartement,69,69008,845235.68,6517409.09,Ancien
D,219,53,1948,appartement,69,69008,845510.25,6515862.89,Ancien
F,348,61.2,1975,appartement,69,69008,844729.98,6517622.64,Ancien
E,118,72.8,1978,appartement,69,69008,846133.33,6516177.39,Ancien
D,41.9,38,1989,maison,69,69008,844883.38,6518201.45,Ancien
D,78,66,2006,appartement,69,69008,844434.31,6516301.92,Ancien
E,29.5,36,2004,appartement,69,69008,846059.1,6515680.75,Ancien
C,101,101,2006,appartement,69,69008,845723.32,6516630.86,Ancien
E,241,82.4,1973,appartement,69,69008,845601.33,6515768.52,Ancien
F,316,112.6,1947,maison,69,69008,846233.9,6516223.55,Ancien
F,34.7,32.5,1997,appartement,69,69008,845167.48,6517290.29,Ancien
D,189,63,1948,appartement,69,69008,844825.57,6516168.39,Ancien
D,87,34.8,1983,appartement,69,69008,844786.03,6517551.32,Ancien
E,141,55.3,1948,appartement,69,69008,844699.48,6518144.34,Ancien
C,75,81.6,1978,appartement,69,69008,845185.47,6517607.96,Ancien
E,114,18,1989,appartement,69,69008,844771.92,6517783.37,Ancien
D,85,63.3,2009,appartement,69,69008,845911.39,6516762.73,Ancien
G,560,39.2,1977,appartement,69,69008,845040.84,6517264.41,Ancien
F,340,96.9,1948,appartement,69,69008,846011.4,6515589.3,Ancien
C,133,102.9,2001,appartement,69,69008,845796.06,6516401.09,Ancien
C,86,46.5,2013,appartement,69,69008,843966.62,6516594.07,Ancien
C,75,52.9,2004,maison,69,69008,845194.4,6517365.35,Ancien
D,26.3,45.1,1949,appartement,69,69008,846162.7,6516482.45,Ancien
D,29.8,63,1950,appartement,69,69008,846714.11,6515430.21,Ancien
E,119,37.7,2006,appartement,69,69008,845601.75,6516682.62,Ancien
D,91,18.6,1989,appartement,69,69008,844733.45,6517851.44,Ancien
C,70,102.5,1990,appartement,69,69008,845133.62,6517653.17,Ancien
E,247,67.8,1948,appartement,69,69008,846345.77,6516041.04,Ancien
E,165,34.2,1947,appartement,69,69008,845563.61,6516290.04,Ancien
D,165,56,1948,appartement,69,69008,845627.49,6515643.06,Ancien
E,273,77.7,1978,appartement,69,69008,846442.5,6515469.05,Ancien
D,179,87,1992,appartement,69,69008,844073.14,6516692.21,Ancien
D,145,51,1947,appartement,69,69008,845975.99,6516326.16,Ancien
G,433,74.2,1948,appartement,69,69008,844625.39,6517668.17,Ancien
E,282,97,1948,appartement,69,69008,846293.21,6516558.65,Ancien
D,96,19.1,1989,appartement,69,69008,844597.5,6517746.04,Ancien
F,12.4,71.9,1960,appartement,69,69008,846032.21,6516022.91,Ancien
C,72,64.4,1983,appartement,69,69008,845092.26,6517675.41,Ancien
G,197,78.9,1948,appartement,69,69008,844441.06,6516593.67,Ancien
D,84,51,1983,appartement,69,69008,845723.17,6517203.81,Ancien
D,97,18,1989,appartement,69,69008,844723.11,6517471.86,Ancien
D,104,29.3,1989,appartement,69,69008,844826.63,6517887.41,Ancien
E,236,39.1,1948,appartement,69,69008,845040.84,6517264.41,Ancien
D,166,62.4,1948,appartement,69,69008,844952.97,6517691.45,Ancien
D,199,66.9,1952,appartement,69,69008,846171.38,6515824.05,Ancien
C,85,61,2006,appartement,69,69008,844774.29,6517900.62,Ancien
C,77,95.1,2006,appartement,69,69008,844865.87,6517845.9,Ancien
D,104.3,38,1980,maison,69,69008,844883.38,6518201.45,Ancien
C,61,54,2001,appartement,69,69008,846086.6,6517097.93,Ancien
D,97,18,1989,appartement,69,69008,844723.11,6517471.86,Ancien
D,91,41.8,2006,appartement,69,69008,844434.31,6516301.92,Ancien
D,165,56,1948,appartement,69,69008,845627.49,6515643.06,Ancien
D,118,69.1,1980,appartement,69,69008,845862.52,6516419.88,Ancien
D,169,65.1,1948,appartement,69,69008,845598.03,6516340.96,Ancien
C,125,67.5,2001,appartement,69,69008,845401.68,6517749.6,Ancien
E,225,54.2,1948,appartement,69,69008,845463.15,6516238.56,Ancien
E,247,52.7,1960,appartement,69,69008,844803.63,6517500.97,Ancien
C,104,72,2000,appartement,69,69008,845659.47,6516446.61,Ancien
D,200,60,1948,appartement,69,69008,845616.31,6517862.33,Ancien
E,137,47.1,1947,appartement,69,69008,845326.81,6517577.87,Ancien
C,27.4,96,1990,maison,69,69008,845881.99,6515783.4,Ancien
D,93,31.3,1947,appartement,69,69008,843978.37,6516971.69,Ancien
E,305,58.4,1968,appartement,69,69008,844597.35,6517702.83,Ancien
C,103,101,2006,appartement,69,69008,845723.32,6516630.86,Ancien
F,322,69.8,1975,appartement,69,69008,845430.43,6516907.06,Ancien
D,211,55.3,1947,appartement,69,69008,844095.69,6516106.01,Ancien
C,78,89.8,1989,appartement,69,69008,846142.55,6517132.92,Ancien
G,197,78.9,1948,appartement,69,69008,844441.06,6516593.67,Ancien
F,143.9,15.4,1994,maison,69,69008,845034.27,6517038.76,Ancien
G,291,29.5,1947,appartement,69,69008,845009.03,6517303.76,Ancien
E,114,61,1953,appartement,69,69008,845106.62,6517416.82,Ancien
C,77,20.1,2010,appartement,69,69008,845801.52,6516806.56,Ancien
D,85,55,2009,appartement,69,69008,845521.13,6516762.58,Ancien
D,90.6,54.7,2002,appartement,69,69008,846059.1,6515680.75,Ancien
D,91.9,120.2,1930,maison,69,69008,845713.47,6515587.23,Ancien
D,204,55.9,1948,appartement,69,69008,845598.03,6516340.96,Ancien
D,175,39,1948,appartement,69,69008,845040.84,6517264.41,Ancien
F,326,68.8,1962,appartement,69,69008,846345.77,6516041.04,Ancien
E,138,20.8,1989,appartement,69,69008,844579.5,6517730.85,Ancien
D,106,51.3,2006,appartement,69,69008,844263.01,6516894.62,Ancien
F,149,55.5,1958,appartement,69,69008,846442.5,6515469.05,Ancien
E,119.2,28.5,1920,appartement,69,69008,844861.73,6517915.79,Ancien
F,290,58.4,1968,appartement,69,69008,844597.35,6517702.83,Ancien
E,112,35.2,2005,appartement,69,69008,845799.29,6516310.96,Ancien
C,62,53,2011,appartement,69,69008,844495.24,6516562.17,Ancien
D,34.5,37.6,2010,appartement,69,69008,844431.47,6516677.42,Ancien
E,124,48.2,1948,appartement,69,69008,845038.83,6517303.46,Ancien
C,58,67.3,2006,appartement,69,69008,844431.47,6516677.42,Ancien
C,74,67,2010,appartement,69,69008,844431.47,6516677.42,Ancien
D,84,50.8,1989,appartement,69,69008,845639.84,6517850.56,Ancien
C,125,74.8,2001,appartement,69,69008,844841.34,6517758.57,Ancien
C,109,38,2006,appartement,69,69008,844325.02,6516691.91,Ancien
D,172,58.4,1947,appartement,69,69008,844095.69,6516106.01,Ancien
D,135,56.3,1948,appartement,69,69008,845954.06,6515897.19,Ancien
D,194,78.2,1948,appartement,69,69008,844751.23,6516127.32,Ancien
D,159,48,1947,appartement,69,69008,845488.37,6516743.47,Ancien
E,277,50.9,1948,appartement,69,69008,844853.96,6518215.75,Ancien
D,171,58.6,1947,appartement,69,69008,844095.69,6516106.01,Ancien
F,339,76.9,1948,appartement,69,69008,846700.02,6516625.35,Ancien
E,298,98,1948,maison,69,69008,846011.4,6515589.3,Ancien
F,322,69.8,1975,appartement,69,69008,845430.43,6516907.06,Ancien
D,171.7,55,1973,appartement,69,69008,845601.33,6515768.52,Ancien
E,128,58,1947,appartement,69,69008,846010.47,6517368.49,Ancien
D,100,61.4,2006,appartement,69,69008,845772.75,6516947.06,Ancien
C,67,86.3,2009,appartement,69,69008,845772.12,6516977.04,Ancien
D,189,63,1948,appartement,69,69008,844825.57,6516168.39,Ancien
D,157,78.7,1948,appartement,69,69008,845601.33,6515768.52,Ancien
D,186,69,1948,appartement,69,69008,845723.03,6517134.38,Ancien
C,115,74.5,1982,appartement,69,69008,845180.02,6517591.84,Ancien
E,256,69.6,1948,appartement,69,69008,846345.77,6516041.04,Ancien
C,82,68.9,2002,appartement,69,69008,845799.29,6516310.96,Ancien
C,127,75.3,2006,appartement,69,69008,846705.61,6516723.34,Ancien
D,140.9,170,1970,maison,69,69008,845956.41,6515634.65,Ancien
D,205,74.9,1948,appartement,69,69008,844871.87,6516365.55,Ancien
E,260,78.1,1948,appartement,69,69008,845083.84,6516814.1,Ancien
D,136,53.2,1948,appartement,69,69008,846279.86,6515842.3,Ancien
D,177,84,1948,appartement,69,69008,845339.68,6516909.35,Ancien
D,201,30.6,1947,appartement,69,69008,845488.37,6516743.47,Ancien
E,238,89,1948,appartement,69,69008,846660.04,6515859.92,Ancien
D,173,66.6,1948,appartement,69,69008,844514.32,6516568.17,Ancien
E,212,103.8,1948,appartement,69,69008,846528,6515394.11,Ancien
C,108,68.9,2001,appartement,69,69008,845072.44,6516960.68,Ancien
E,230,57,1948,appartement,69,69008,846345.77,6516041.04,Ancien
C,120,69,2006,appartement,69,69008,845739.1,6516585.24,Ancien
C,107,71.5,1989,appartement,69,69008,844816.84,6517643.13,Ancien
C,119.9,72,1991,appartement,69,69008,845722.71,6517491.95,Ancien
D,196,78.6,1948,appartement,69,69008,845587.85,6515713.77,Ancien
D,215,80.4,1945,appartement,69,69008,846138.19,6515799.82,Ancien
C,69,81.1,2013,appartement,69,69008,844973.89,6517714.82,Ancien
E,305,66,1948,appartement,69,69008,845662.95,6516490.01,Ancien
E,234.9,55.8,1970,appartement,69,69008,845662.02,6515715.97,Ancien
D,142,64,2007,appartement,69,69008,845581.84,6516702.26,Ancien
F,381.6,120,1930,appartement,69,69008,846295.12,6515731.02,Ancien
D,97,18,1989,appartement,69,69008,844723.11,6517471.86,Ancien
C,57,49,2006,appartement,69,69008,845040.98,6518034.99,Ancien
