dpe_classe,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,longitude,latitude,source_type
C,96.2,42.3,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,70.9,92.5,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,66,43.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,72.1,62.7,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,92,97.6,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,68.1,99.6,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,69.9,96.2,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,65.7,61.5,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,63.2,66.9,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,53.4,90.1,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,52.2,60.7,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,86.7,61.7,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,78,64,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,96.2,42.3,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,54.1,75.7,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,96.6,26.4,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,79.9,68.2,NA,appartement,69,69008,845557.57,6517085.8,Neuf
B,93.7,71,NA,appartement,69,69008,846500.08,6516557.7,Neuf
B,81.8,90.2,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,79.6,45.6,NA,appartement,69,69008,845574.46,6517082.09,Neuf
B,50,88.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,55.9,62.4,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,69.4,69.3,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,84.8,61.7,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,71.5,42.5,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,79,41.4,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,91.9,72,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,99.6,44.6,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,68.5,79,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,72.6,63.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,58,76.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
A,32.2,74.9,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,67.2,67.2,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,58.9,2221.7,NA,immeuble,69,69008,846039.95,6516649.15,Neuf
C,63.1,104.3,NA,maison,69,69008,845923.55,6517003.74,Neuf
C,55.2,117.4,NA,maison,69,69008,845923.55,6517003.74,Neuf
C,84.1,92.1,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,78,101.3,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,90.3,64.5,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,71.1,66.1,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,56.4,60.4,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,72,64.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,82.4,64.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,68.8,78.8,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,90.1,61.7,NA,appartement,69,69008,845597.22,6517077.08,Neuf
B,79.1,90.2,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,79,41.4,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,68.8,61.2,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,77.4,61.6,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,53.6,66.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,55.9,60.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,84.7,60,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,62.1,64.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,57.3,60.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
B,75.8,55.3,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,77.6,42.7,NA,appartement,69,69008,845557.57,6517085.8,Neuf
A,31.5,91.4,NA,appartement,69,69008,846500.08,6516557.7,Neuf
A,34.8,74.1,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,82,66.4,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,69.2,64.5,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,83.7,45.8,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,71.3,65,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,64.3,60,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,85,77.5,NA,appartement,69,69008,845612.08,6517073.54,Neuf
A,32.2,74.9,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,75.8,75.9,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,86.2,61,NA,appartement,69,69008,845612.08,6517073.54,Neuf
B,50.2,66.8,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,59.1,62.4,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,61.7,65.9,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,83.2,60,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,57.2,64,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,59.7,66.8,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,83,95.1,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,57.1,60.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,75.6,62.4,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,77.1,76.5,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,71.4,64.8,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,94,41.4,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,68.8,78.5,NA,appartement,69,69008,845574.46,6517082.09,Neuf
A,31.5,91.4,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,65.1,80.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,57.2,64,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,62.2,62.5,NA,appartement,69,69008,845557.57,6517085.8,Neuf
B,45.7,114.3,NA,maison,69,69008,845923.55,6517003.74,Neuf
C,87,66.3,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,96.6,26.4,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,93,64.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,76.1,99.1,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,61.1,68.5,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,59,48.7,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,78.1,41.8,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,64.7,82.8,NA,appartement,69,69008,845574.46,6517082.09,Neuf
A,35.4,74.7,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,53,158.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,93.2,44.2,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,60.6,59.5,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,75.7,61.4,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,60,1577.2,NA,immeuble,69,69008,846039.95,6516649.15,Neuf
C,77.2,68,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,61.2,61.7,NA,appartement,69,69008,846039.95,6516649.15,Neuf
B,50.4,74.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,83.6,44,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,67.5,79,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,54.3,45.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,61.5,59.5,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,107.4,30.1,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,57.1,64.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,96.6,26.4,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,68.6,70.7,NA,appartement,69,69008,845574.46,6517082.09,Neuf
B,77.2,900,NA,immeuble,69,69008,846500.08,6516557.7,Neuf
C,71.9,63.9,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,78,44.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,53.6,66.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,70.7,60.6,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,85.6,65,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,80.1,63.2,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,64.6,79,NA,appartement,69,69008,846039.95,6516649.15,Neuf
D,78.4,32,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,86.3,43.7,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,74.4,77.5,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,60.4,66.7,NA,appartement,69,69008,845911.36,6515696.68,Neuf
B,47.8,64.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,66.9,63.3,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,97.5,32.2,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,55.9,60,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,62.6,69.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,69,43.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,89,41.8,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,89,62.8,NA,appartement,69,69008,846745.99,6515736.9,Neuf
A,41.9,52.7,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,77.1,70.3,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,52.8,45.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,71.8,64.6,NA,appartement,69,69008,846745.99,6515736.9,Neuf
B,76.4,90.2,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,76.7,68.9,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,56.4,66.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,56.2,42.5,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,71.9,63.9,NA,appartement,69,69008,845574.46,6517082.09,Neuf
B,48,64.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
A,34.7,91.4,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,57,60.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,84.3,43.7,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,59.9,67.3,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,53,76.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,59.2,66.8,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,69.4,69.3,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,70.1,61.9,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,59.8,48.1,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,63.6,40.9,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,71.3,64.9,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,70.4,102.5,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,51,60.4,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,82.9,60,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,59,48.7,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,77.2,97.3,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,54.1,75.7,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,88.6,60,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,65.6,100.1,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,60.9,60.8,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,53,76.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
B,48,85.6,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,60.6,60,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,65.2,48.1,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,56.7,60.7,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,58.2,60.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,88.8,42,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,79.5,45.8,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,75.9,42.6,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,87.5,115.6,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,67.9,45.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,75,66.3,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,86.3,60,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,82.8,104.7,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,96.2,42.3,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,56.1,61.4,NA,appartement,69,69008,846039.95,6516649.15,Neuf
B,87.4,71,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,58,67.8,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,65,76.9,NA,appartement,69,69008,846748.82,6515699.75,Neuf
C,55.5,45.2,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,74.5,64.1,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,53.2,80.3,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,75.4,98.7,NA,appartement,69,69008,846745.99,6515736.9,Neuf
B,44.6,81.1,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,61.8,66.8,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,57.2,64,NA,appartement,69,69008,846039.95,6516649.15,Neuf
D,80.3,32.7,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,52.5,62.3,NA,appartement,69,69008,845911.36,6515696.68,Neuf
B,92.3,42.7,NA,appartement,69,69008,844318.55,6516477.7,Neuf
C,83.4,61.9,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,83.6,44,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,68.8,60.4,NA,appartement,69,69008,845557.57,6517085.8,Neuf
B,89.3,672.1,NA,immeuble,69,69008,846500.08,6516557.7,Neuf
C,54,115,NA,maison,69,69008,845923.55,6517003.74,Neuf
C,77.5,31.9,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,91,81.7,NA,appartement,69,69008,845557.57,6517085.8,Neuf
C,83.3,61.5,NA,appartement,69,69008,845911.36,6515696.68,Neuf
C,78.7,97.2,NA,appartement,69,69008,845911.36,6515696.68,Neuf
B,81.4,55.4,NA,appartement,69,69008,846500.08,6516557.7,Neuf
C,68.3,62.9,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,54.1,75.7,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,84.8,61.7,NA,appartement,69,69008,845597.22,6517077.08,Neuf
C,68.6,78.1,NA,appartement,69,69008,845574.46,6517082.09,Neuf
C,85,61,NA,appartement,69,69008,845612.08,6517073.54,Neuf
C,53.6,60.9,NA,appartement,69,69008,846039.95,6516649.15,Neuf
C,99.9,47.8,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,95.1,44,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,55.6,36.2,NA,appartement,69,69008,846745.99,6515736.9,Neuf
C,64.3,47.6,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,84,70.1,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,62.4,77.8,NA,appartement,69,69008,844938.48,6517376.3,Neuf
E,112.4,22.3,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,84,70.1,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,83.8,41.1,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,62.6,47.6,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70.5,69,NA,appartement,69,69008,844938.48,6517376.3,Neuf
E,112.4,22.3,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,69,69.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,72.2,69,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,69.5,69.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,62.6,47.6,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,78.2,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70.9,42.3,NA,appartement,69,69008,844938.48,6517376.3,Neuf
E,112.4,22.3,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70.9,42.3,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,69.5,69.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,83.8,41.1,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70.5,69,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70,69.8,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,64.3,77.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,64.2,88.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,62.4,77.8,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,64.3,47.6,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,72.2,69,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,78.2,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,64.3,77.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,54,88.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,70,69.8,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,54,88.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,69.5,1383.3,NA,immeuble,69,69008,844938.48,6517376.3,Neuf
C,65.7,63.7,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,69,69.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,64.2,88.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,61,77.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,61,77.9,NA,appartement,69,69008,844938.48,6517376.3,Neuf
C,81.7,NA,NA,immeuble,69,69008,844417.1,6516739.28,Neuf
C,65.8,29.6,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,112.8,19.6,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,63,29.6,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,57.2,58.4,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,72.3,42,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,51.1,64,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,52.4,67,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,106.9,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,43.3,78.6,NA,appartement,69,69008,844063.89,6516602.58,Neuf
C,72.3,40.5,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,60.8,44,NA,appartement,69,69008,844041.37,6516600.83,Neuf
C,55.2,43,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,69.6,28.9,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,71,60.2,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,61.2,40.3,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,105.6,24,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,48.4,63.4,NA,appartement,69,69008,844063.89,6516602.58,Neuf
C,65.9,50.8,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,97.9,46.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,114.2,21.2,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,48.3,60.8,NA,appartement,69,69008,844094.62,6516605.63,Neuf
C,106.9,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,63.2,40.7,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,63.3,38.2,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,58.3,44.5,NA,appartement,69,69008,844041.37,6516600.83,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,71.6,78,NA,appartement,69,69008,845563.61,6516290.04,Neuf
B,50,59.5,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,96.7,29.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,52.6,41.2,NA,appartement,69,69008,844063.89,6516602.58,Neuf
B,46,60.4,NA,appartement,69,69008,844063.89,6516602.58,Neuf
C,51.1,64,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,66,40.7,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,57.5,39.8,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,55.3,42.9,NA,appartement,69,69008,845563.61,6516290.04,Neuf
C,73.2,44.4,NA,appartement,69,69008,844094.62,6516605.63,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,65.2,45.3,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,77.9,46.3,NA,appartement,69,69008,844094.62,6516605.63,Neuf
C,66.9,40.1,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,70.3,28.1,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,57.3,36.9,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,73.1,28.1,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,114.8,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,69.6,28.9,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,64,89.6,NA,appartement,69,69008,844094.62,6516605.63,Neuf
B,85.3,46.1,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,69.1,41.8,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,69.6,28.9,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,63,29.6,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,46.8,41.5,NA,appartement,69,69008,844041.37,6516600.83,Neuf
B,74.6,60,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,60.6,35.2,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,86,45.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,68.4,48.6,NA,appartement,69,69008,844094.62,6516605.63,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,74.6,93.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,63.5,41.8,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,112.1,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,73,68.2,NA,appartement,69,69008,844921.54,6517905.98,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,79.3,38.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,91.5,29.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,52.9,46.5,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,101.9,29.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,50,60.9,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,54.4,42.3,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,119.7,24,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,64,40.3,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,102.4,19.6,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,79,116.6,NA,appartement,69,69008,844921.54,6517905.98,Neuf
A,61.6,74.1,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,61.3,89.6,NA,appartement,69,69008,844094.62,6516605.63,Neuf
C,113.3,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,67.9,43.3,NA,appartement,69,69008,844094.62,6516605.63,Neuf
C,114.8,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,57.7,46.1,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,105.6,24,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,102.4,19.6,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,114.8,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
A,63,73.7,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,50,59.5,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,112.1,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,103.6,21.2,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,66,125.1,NA,appartement,69,69008,844921.54,6517905.98,Neuf
C,112.8,20.1,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,87.5,46.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,68.7,83.8,NA,appartement,69,69008,844094.62,6516605.63,Neuf
C,60.6,38.2,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,106.9,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,58.5,46.5,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,60.6,35.2,NA,appartement,69,69008,844065.93,6516588.63,Neuf
C,70.3,28.1,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,66.1,60,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,45,85.2,NA,maison,69,69008,845132.67,6516910.23,Neuf
C,53.5,89.6,NA,appartement,69,69008,844094.62,6516605.63,Neuf
B,71,86.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,106.9,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,106.9,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,103.9,19,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,64,40,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,102.2,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,115.7,20,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,101.7,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,110.2,19.6,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,60.6,38.2,NA,appartement,69,69008,844065.93,6516588.63,Neuf
B,79.3,38.5,NA,appartement,69,69008,844295.77,6516480.5,Neuf
B,71,60.2,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,114.8,19.9,NA,appartement,69,69008,844295.77,6516480.5,Neuf
A,61.6,74.1,NA,appartement,69,69008,844295.77,6516480.5,Neuf
C,67.9,43.3,NA,appartement,69,69008,844094.62,6516605.63,Neuf
B,30,58,NA,appartement,69,69008,844041.37,6516600.83,Neuf
